abstract,authors,en_abstract,en_keywords,en_title,keywords,pdf_url,title,url
"摘要:讨论了建立基于EOF(empiricalorthogonalrunction)的实时三维电离层模型的方法,利用欧洲区域14个IGS跟踪站全天的观测数据模拟实时数据流进行了实验,将这种方法与二维球谐函数模型的结果进行了比较,结果显示基于EOF的实时三维电离层模型全天的模型残差以及与实测值偏差的均方根都在0.2m以内,优于二维球谐函数模型。",Keywords:EOF/realtime/tomography,Abstract:ThemethodofrealtimeIonosphereTomographyBasedonEOFisdetailedinthispaper.Datafrom14IGSstationsofEuropewerecollectedforexperiment.TheresultofbothresidualanderrorshowsthatthemethodofIonosphereTomographyprovidemorepreciseionospherecorrectionthan2-Dsphericalharmonicfunctionmethod.TheRMSofEOFbasedTomographyintheexperimentshowstobeinmagnitudeoflessthan0.2m.,,PrecisionAnalysisofIonosphereTomographyBasedonEOF,关键词:EOF/实时/三维电离层模型,,基于EOF的实时三维电离层模型精度分析,http://ch.whu.edu.cn:80/article/id/1068
"摘要:以2008年5月12日发生在中国四川的Mw7.9级汶川地震为研究对象,由于汶川地震发生在植被覆盖茂密、地形起伏大的龙门山山区,常规的C波段雷达在这些区域几乎得不到任何有意义的信号,采用日本JAXA的L波段ALOS/PALSAR覆盖震区的震前和震后6个条带的卫星数据,以SRTM-DEM数据作为外部DEM,利用GAMMA软件进行二通差分干涉测量处理,获取了覆盖震区的同震形变场;并使用国家重大科学工程“中国地壳运动观测网络”项目组公布的震区GPS同震观测结果,与InSAR观测结果进行了比较分析,表明两者之间具有很好的一致性,通过传统差分干涉获取到的形变量精度可以达到cm级。",Keywords:InSAR/Wenchuanearthquake/coseismicdisplacement/GPS,"Abstract:On12May2008,aMw7.9WenchuanEarthquakeoccurredinSichuanProvince,China,whichislocatedinLongmenshanmountainareawithbaldreliefanddensevegetation.Thesmallerwavelength(C-band)systemcannotprovidehighqualityinterferograms.Inordertomapco-seismicdeformationinearthquakeregion,theSARdatacollectedbyLbandALOS/PALSARsensorofJAXAareusedinthestudy,includingbeforeandafterthequakefromsixpaths.Atwo-passdifferentialInSARtechnologyandexternalDEMacquiredbySRTMmissionareemployedinGAMMAsoftwaretogeneratetheco-seismicdeformationfield.GPSobservationresultsofco-seismicdeformationsurveyedbyChinesenationallargescientificproject-CrustalMovementObservationNetworkofChina(CMONC)projectteamareusedtoevaluatetheInSARobservations.TheresultshowsthatthereisahighconsistentbetweenGPSandInSARobservations.AndaccuracyoflineofsightsurfacedisplacementderivedfromtraditionalInSARtechniquecanachievecm-level.",,ExtractandAnalysisSurfaceDeformationCausedbyWenchuanMw7.9EarthquakefromInSARData,关键词:合成孔径雷达干涉测量/汶川地震/地震形变场/GPS,,利用InSAR数据的汶川地震形变场提取及分析,http://ch.whu.edu.cn:80/article/id/1081
"摘要:综合应用离散小波变换和连续小波变换进行了干扰源分离和场源深度确定的模拟实验,发现通过小波变换可有效地确定场源深度。根据实测重力异常数据研究了琉球俯冲带的深部特征,推测其在东经122.5°线上地下105km左右发生弯曲变为水平延伸。",Keywords:wavelettransform/Ryukyusubductionzone/multiscaleedge/gravityanomaly,"Abstract:Weapplydiscretewavelettransformandcontinuouswavelettransformtodosomesimulationexperimentsofseparatingcausativebodyanddeterminingthedepthoffieldsource,andfindthatwavelettransformiseffectivetoidentifydepthofsource.What'smore,wehaveresearcheddepthcharacteroftheRyukyusubductionzonebasedonrealgravityanomalydata,andpresumethatthesubductionzonecurvestohorizontalatabout105kmundergroundat122.5degreeseastlongitudeline.",,DetermineDepthCharacterofRyukyuSubductionZonebyWaveletTransform,关键词:小波变换/琉球俯冲带/多尺度边缘/重力异常,,应用小波变换确定琉球俯冲带的深部特征,http://ch.whu.edu.cn:80/article/id/1080
"摘要:基于高频地波雷达中的电离层杂波特性,提出了一种基于时频分析结合自适应旁瓣对消来抑制电离层杂波的方法。该方法首先通过时频分析合理地选择扫频脉冲时段和多普勒频率区间,然后对选定的时频域区间利用特征分解法分别进行阵元-脉冲域和阵元-多普勒域抑制电离层杂波,最后利用阵列结构特点采用分段处理的自适应旁瓣对消继续对电离层杂波进行抑制。实测数据表明,该处理方法对电离层杂波的抑制效果很好。",Keywords:highfrequencygroundwaveradar/ionosphericclutter/time-frequencyanalysis/adaptivesidelobecancellation,"Abstract:Amethodusingtime-frequencyanalysisanddummyfrequencyagilitytosuppressionosphericclutterbasedonionosphericcluttercharacteristicsinhighfrequencygroundwaveradar(HFGWR)isproposed.Makinguseofeigendecompositioncooperatingintheelement-pulsedomainandintheelement-dopplerdomaintosuppressionosphericclutterbyanalyzingthetime-frequencyimageswherethesweptpulsesectionandtheDopplersectionwereexactlydeterminedinthemethod.Then,theionosphericcluttersuppressedbythemethodofadaptivesidelobecancellationusingthestructuralfeaturesofthearray.Theexperimentalresultsshowthatthemethodcaneffectivelysuppressionosphericclutterusingthedatarecordedoftheradar.",,IonosphericClutterSuppressioninHighFrequencyGroundWaveRader,关键词:高频地波雷达/电离层杂波/时频分析/自适应旁瓣对消,,高频地波雷达电离层杂波抑制研究,http://ch.whu.edu.cn:80/article/id/461
"摘要:提出一种反演晴空地表反照率快速稳健的新算法——混合算法。该方法首先利用双参数模型函数确定正则参数的初始值,然后由基于Morozov偏差原则的高阶收敛算法确定正则参数,继而通过Tikhonov正则化手段来反演BRDF模型。从POLDER-3/PARASOLBRDF数据库中任意挑选不同覆盖的地表像元测量数据,与MODIS全反演法结果作比较,对比较结果给予了讨论;最后选择天津市地区的卫星图像进行反演实验,并就反演结果给出了误差分析和算法模型的评价。",Keywords:hybridalgorithm/two-parametermodelfunction/discrepancyprinciple/regularization/landsurfacealbedo/inverse,"Abstract:Afastandrobustnovelalgorithmispresentedtoretrievelandsurfacealbedooverclear-skyareas,whichiscalledhybridalgorithm.Inthismethod,theinitialguessvalueofregularizationparameterwasobtainedbyusingthetwoparametermodelfunctionandthendefinedbyahighorderconvergencealgorithm.Andtheinversionofthekernel-drivenBRDFmodelwasimplementedbyTikhonovregularizationtechniques.MeasureddataofsurfacetargetswithdifferentcovertypeswerechosenfromPOLDER-3/PARASOLBRDFdatasetsandthenretrievedbytheproposedalgorithm.ComparisonofresultsviatheproposedmethodwiththatbyMODISfullinversionwasanalyzedanddiscussed.Atlast,theretrievalexperimentswithMODISsatelliteimagesovertheregionsofTianjinwerecarriedout,botherroranalysisandtheevaluationofselectedmodelandalgorithmbasedontheretrievalresultswerealsopresented.",,RetrievalofClear-skyLandSurfaceBRDFandAlbedoBasedonDiscrepancyPrincipleandRegularizationMethod,关键词:混合算法/双参数模型函数/偏差原则/正则化/地表反照率/反演,,基于偏差原则和正则化方法反演晴空地表BRDF和反照率,http://ch.whu.edu.cn:80/article/id/515
"摘要:提出了基于重力梯度测量对海底障碍地形探测的方法,并以一锥形海底地形为例计算其在各个方向上引力的大小,从目前重力梯度仪的测量精度来看完全满足探测的要求。验证了本方法的可行性。",Keywords:gravitygradiometry/exploration/submarinetopography/residualdensity,"Abstract:Anewmethodbyusingthecharacterofthesubmarinetopographywillengendergravitygradientisproposed.Anexampleofcalculatethegravitygradientofasubulatetopographyisgiven,fromtheexamplecanfindthatthegravitygradientarousedbythebarrierisverybigandcaneasilybeobservedbythecurrentgradiometer,theresultprovedthemethodofthispaperisfeasible.Thisstudyprovidesanewmethodfortheunderwatercarriertoavoidancecollision,andthemethodhaspassiveandall-weathercharacters.",,SimulationofExploringSubmarineTopographyBasedonGravityGradiometry,关键词:重力梯度测量/探测/海底地形/剩余密度,,利用重力梯度测量探测海底障碍地形的模拟研究,http://ch.whu.edu.cn:80/article/id/512
"摘要:宽幅雷达成像模式可监测大范围地震形变,但该模式与条带成像模式存在差异。针对这些差异,深入分析了图像拼接、大气效应校正和大地水准面差距改正等方面的关键技术,提出了基于配准加权的拼接方法和基于EGM96的大地水准面差距改正方法,分析了适应于宽幅SAR干涉的大气校正模型。在此基础上,对ENVISAT卫星宽幅数据干涉测量成果进行了校正,并分析了汶川地震和于田地震的宽域形变场。",Keywords:wideswath/earthquake/Wenchuan/InSAR/deformation,"Abstract:ScanSARmodecanbeusedtomonitordeformationoflargearea,butthismodehassomedifferencewithstripmode.Aimingtostudythosedifferences,followingScanSARmodedatainterferometryprocessinghavebeenanalyzedsuchasstripmosaicing,coregistering,correctionofatmosphereeffectsandgeoidundulation.Atthesametime,methodsovercomingcorrespondingproblemshavebeenputforward.Inthispaper,ENVISATWSSmodeinterferogramsofWenchuanandYutianearthquakearecorrected,andthedeformationfieldshavebeenanalyzed.WiththeapplicationtoScanSARinterferometryinWenchuanandYutianearthquake,itissignificantforscientificresearchonlargeearthquakesandcrustmotion.",,StudyonScanSARInterferometryforMonitoringLargeScaleEarthquake,关键词:宽幅/地震/汶川/雷达干涉测量/形变场,,星载宽幅雷达干涉监测大范围地震形变技术研究,http://ch.whu.edu.cn:80/article/id/511
"摘要:基于各电文信息的重要程度和需要的重复周期是不同的,以及高播发速率和低播发速率有各自的优势这两个认识,提出了一种多速率播发方式。在一个信号上可以根据信息内容、区域使用环境等因素改变播发速率,达到解决使用灵敏度与首次定位时间、信息容量间矛盾的目的。给出了此种播发方式的播发方法、接收方法和性能分析。",Keywords:COMPASS/navigationmessage/broadcastmode,"Abstract:Inthesatellitenavigationsystem,themessageisdefinedastheinformationcarriedbythenavigationalsignal.Fortheindependentreceivers,thebroadcastmodehasasignificantimpactontheirworkingsensitivity,firstfix-positiontime,andpositioningaccuracy,etc.Intherecentyears,severalnewformsofmessageshavebeenproposedalongwiththemodernizationprocessofGPS,aswellasthedevelopingofGalileosystem.ThenewlyproposedbroadcastmodesintroducealotofbenefitscomparedtothetraditionalGPSmessageforms.However,theremainingproblemsincludetheconflictbetweenworkingsensitivityandinformationcapacity,aswellasthefirstfix-positiontime.Compassnavigationsystemhasitsownuniqueness,suchasdifferentsatelliteorbits,constructionstages,marketapplications,andotherissueswhichshouldbeconsideredwhendesigningthebroadcastmodeofitsmessage.Someprinciplesshouldbefollowedwhendesigningthebroadcastmodeofthemessage,whichincludethecharacteristicsofdifferentsatelliteorbitsanddifferentfrequencies,thedifferentcharacteristicsofdifferentsatellitesystem,andtheworkingsensitivity.Amulti-ratebroadcastmodeisproposedinthispaperbasedontheimportanceofdifferentmessagesandtheirrequirementsforrepeatcycle,andalso,thehigherbroadcastrateandloweroneshavetheirownadvantagesanddisadvantages,respectively.Byemployingthismode,thebroadcastratecanbechangedonasinglesignalaccordingtosomefactors,suchasthecontentofinformationandregionalenvironment,insodoing,atrade-offwasreachedbetweentheworkingsensitivityandthefirstfix-positiontime,aswellastheinformationcapacity.Finally,thebroadcastingandreceivingmethod,aswellastheperformanceanalysisofthisbroadcastmodearegiveninthispaper.",,ResearchontheNavigationMessageBroadcastModeforCOMPASS,关键词:北斗导航系统/导航电文/播发方式,,北斗导航系统电文播发方式研究,http://ch.whu.edu.cn:80/article/id/510
"摘要:描述了一种低成本的GPS/INS组合导航系统,经过理论推导得到了系统具体的实现方法,并通过市场上大量使用的低成本GPS模块和MEMS陀螺和加速度计实现了该系统。实际路测数据结果显示,该系统基本达到了理论预期。",Keywords:IMU/INS/tightly-coupled/EKF,"Abstract:Tolowerthecomputationalrequirementforembeddedprocessor,sequentialmeasurementupdatealgorithmisimplemented.Theresultofroadtestinurbancanyonverifiedthealgorithmandarchitecture.Thisnavigationsystemcanestimatevehicle'sposition,velocityandheadingevenwhenautonomousGPSreceiverfailstowork.Theproposedapplicationincludeshigh-performancecarnavigationsystem,altitudeestimationsystem,etc.Anotherpurposeofthisprojectistoprovideaaltitudereferenceforultra-tightlycouplednavigationsystembasedonsoftwareradio(SDR)GNSSreceiver.",,ALowCostGPS/INSTighely-CoupledNavigationSystem,关键词:IMU/INS/紧耦合/扩展卡尔曼滤波,,一种低成本GPS/INS紧耦合组合导航系统,http://ch.whu.edu.cn:80/article/id/509
"摘要:分析了粗差对GPS动态相对定位的影响,给出了相应的影响函数和抗差估计方法。建议采用粗差探测与抗差估计相结合的方法来处理GPS动态定位中的粗差问题。抗差估计中的等价权分别采用了IGG3方案和双因子等价权函数,对两种方案的效果进行比较和分析,并利用实测数据对所提方法的实际效果进行了检验。结果表明,基于粗差探测和抗差估计相结合的粗差处理方法可有效控制和抵御粗差的影响;分别采用IGG3方案和双因子等价权函数的定位结果差异较小。",Keywords:robustestimation/GPSkinematicpositioning/outlierdetection,"Abstract:AnumericalsimulationwasperformedtoanalyzetheinfluenceofoutliersonGPSkinematicrelativepositioning.Theinfluencefunctionoferrorsandthemethodofrobustestimationaregiven.InordertodealwiththeoutliersinGPSairbornekinematicrelativepositioning,acombiningmethodofoutlierdetectionandrobustestimationisproposed.Itincludestwosteps:firstly,thegrosserrorsaredetectedanddeletedbasedonthemedianmethodinthedatapreprocessing;thentheresidualoutliersiscontrolledbytherobustestimationintheparameteradjustment.Toverifythevalidationofthismethod,severalexperimentsareperformed.Theresultsshowthattheinfluenceoftheoutlierscanbeeffectivelycontrolledandthecomputingspeedisimproved,whenthecombiningmethodareadopted.ThekinematicpositioningresultsarecomparedwiththoseofTGOsoftwareandGAMITsoftware,whichshowsthatthepositioningprecisionofproposedmethodisaboutcm-level.",,ApplicationofCombiningMethodofOutlierDetectionandRobustEstimationtoGPSKinematicRelativePositioning,关键词:抗差估计/GPS动态定位/粗差探测,,粗差检测与抗差估计相结合的方法在动态相对定位中的应用,http://ch.whu.edu.cn:80/article/id/508
